ID Receta,Titulo,Calorias,Carbohidratos,Proteinas,Grasas
aJG68NZNYAFRNc6BVCOg,Brochetas de Camarones a la Parrilla,50,0,11,0
b3yKCwiNqJbTw9vf5ahY,Pastelitos de Alcachofa,50,4,3,2
mNthkNh2PysPbK51hFwV,Bisque de Tomate y Albahaca,50,10,3,1
pwVop6bCF3v7VvY36EFl,Masala de Batata,50,5,1,3
wnnaxi6HIZa2n2wgmkJk,Ensalada Picada de Verduras con Feta,50,9,3,0
z0oWRtvcKy2FguqGWL4X,Zanahorias Baby Asadas,50,8,1,2
D6I58pCOqji0WIIOAiYL,Mini Frittatas de Verduras,55,1,6,3
LHQK0KqVpfdvobNIkF4z,Galletas de Quinoa y Chispas de Chocolate sin Gluten,55,8,1,2
qB3kILVj6lGya6v3ot8m,Paletas de Yogur y Frutas Congeladas,55,5,2,3
x19JMcBFpsadzkTwHmSc,Dip de Aguacate y Pepino,55,3,2,3
nQKJ1TPFJserQG9QnHp7,Crujientes de Pita con Ajo,56,12,2,1
3dCFcXKblFjgLviP5hNp,Coles de Bruselas y Calabaza Butternut Asadas,60,11,2,2
4Fnj6Qopy6ZWikMcOa22,Judías Verdes Picantes en Freidora de Aire,60,7,2,3
539XO9W7EPwVy7Db5DKk,Judías Verdes con Champiñones y Cebollas,60,8,2,2
5sMwu5TUBF2vYsPuktky,Okra en Sartén con Tomate y Cebolla Dulce,60,10,2,2
BHKkebGhNWTy9UBKcv6I,Spritzer de Fresa y Kiwi,60,13,1,0
Cg6OvILDz4NYdj18ncPO,Repollo Rojo con Sidra de Manzana y Miel,60,8,2,3
Dymw7Ctce8bASYDAuseG,Dip de Frijoles Caribeño,60,9,3,2
FuF0epFemm6jrf9AllCo,Verduras de Otoño Asadas,60,7,2,4
HFlMwSi9g7TCRGqJyie8,Bhutta de Maíz (Elote Asado),60,13,2,1
OC46tRgwg74rtDQaivNq,Muffins de Huevo Fáciles,60,1,6,3
Olw7z5ArYHhCihNdzsvp,Puré de Patatas Mejorado,60,7,2,2
WEp0jpLhPQRAZr2wQHWq,Mini Quiche sin Corteza de Espárragos y Pimientos,60,4,5,3
f9YOuFyrJTz3zxq2oBVq,Puré de Coliflor con Parmesano,60,7,6,2
kIR15CWd1J2IolDhPRHn,Espinacas Salteadas con Ajo,60,6,2,3
pWbl63OlRKxLOWfHqbBv,Ensalada de Sandía y Tomate,60,6,1,3
rZj20ypaKwveWRuifGNq,Broccolini y Ajo con Toque Picante,60,8,4,2
xpcL6P8PYz0B2F1FoFs1,Barras de Naranja y Manzana,60,10,1,2
5Kj7sbnOjsNeoBx5qmtP,Ceviche de Camarones,65,5,4,0
BSEJxOUdPYJ0nAh1rqG6,Wraps de Lechuga con Pollo,65,2,9,2
C6Dvc1jpNwQXkZAhMAQC,Barras de Proteína de Calabaza y Manzana,65,9,4,2
Yl3qvRvPNwmvcLhkNfVF,Flanes Salados de Espárragos,65,5,10,1
qh2Oz0KM0EyJ40C5mncC,Verduras Asadas,65,10,2,2
yc2NWvxJv0wMXGilGDQM,"Ensalada de Pimiento Dulce, Cebolla y Tomate",65,9,1,2
0kMG1QyH9Nfey5FRJnn4,"Frittata de Cebolla, Chalota y Hierbas",70,4,6,4
29Lyrzde34LfX03IQj3n,Bocaditos de Avena con Mantequilla de Cacahuate y Banana,70,7,3,4
2bJJUaVIzXVeNTOk0NO9,Kale Asiático Crujiente,70,9,4,3
5EAzYXZtVEkYXyozBx4V,"Ensalada de Sandía, Rúcula y Feta",70,9,3,3
88q0PXcUXMeWuXqN9oN6,Tabbouleh de Coliflor,70,6,2,5
8Mo8CXC5A73qW39G2HJJ,Paletas de Batido de Frambuesa para Niños,70,13,3,0
9C1BW6dH4BGHp0wnRaCq,Pan de Soda Irlandés de Trigo Integral,70,15,3,0
9mUC4qbz3BcKGUQGWu0a,Bastones de Apio con Almendra y Arándanos,70,6,2,4
BRGBnUm0vAQ5oKnJ3ZUX,Tira de Yogur Congelado con Remolino de Frambuesa,70,18,8,1
E0TAehKoMUVK2tw2q31C,Remolachas Asadas con Limón y Eneldo,70,12,2,2
GXywwU2OCrc7ACIWBtAN,Ensalada de Aguacate en Abanico,70,5,3,3
Lv76dnbMgYIeJEcld1fy,Ensalada de Huevo Fácil,70,2,5,4
QBHaFmH5hKgMK4ukZdEi,Hummus de Frijoles Negros,70,8,3,3
T9R7TQmOszrsThy4d7sh,Galletas de Lino con Romero Bajos en Carbohidratos,70,4,3,5
V5WtQR0asj7wqGiYSakL,Pasteles de Verduras de Raíz,70,13,3,0
VXDAPMLka8T13NjiRC8F,Ratatouille,70,11,2,2
bI67Vmsiw0sUZyEM5TgE,Manzanas con Jarabe de Maple,70,14,1,2
dQLnQJdDgNA7FZJ2R38Q,Yogur Griego Congelado con Limón y Tomillo,70,6,11,0
m05M0hf6kx1TonctiaKf,Brócoli Amandine,70,4,3,6
n4bJz1g9BcjHR6Z8rFqz,Hummus de Masa de Galleta,70,9,3,3
nRWH39JbOGCmFuAcbNJo,Sopa de Zanahoria con Jengibre y Especias,70,9,1,4
oydjjHrMEyZMOz6xEje9,Ramilletes de Brócoli Asado Cubano,70,10,4,3
r7GVQpkPSD0TCYlOzHW3,Judías Verdes Asadas con Vinagreta de Champagne,70,9,2,3
sYA6Kev3UyRYK22Dnyu3,Espárragos al Sésamo a la Parrilla,70,6,3,5
wYBZhdaCv9oO6VAvw6r2,"Aderezo de Ajo, Cilantro y Lima",70,3,0,7
ytxnarw2JKgWQx148qxH,Ensalada Simple de Pepino y Tomate de Verano,70,4,1,5
yua1IItdloxKNGXEvaoo,Berenjena a la Parrilla con Queso,70,5,2,5
zfIWsf75Ut1cH0gxG8kR,Verduras de Primavera con Glaseado Dulce,70,9,1,3
TNndvdvun0MKvpdG6sWg,Ensalada Verde con Vinagreta de Frambuesa,72,6,1,5
5XomtNn2qMARi2L7gjtw,Zanahorias Baby y Dip de Crema Picante,73,10,3,2
euv4SiRfvul4fuLYZ3ar,Ensalada de Patatas con Hierbas,74,14,2,1
CUzxeiUW6ICOYoX4HTlc,Corazones de Lechuga Romana a la Parrilla con Vinagreta de Champagne y Mostaza,75,3,1,7
DDjMBe6JshZGMHbeUCPS,Huevos Endiablados con Mostaza de Dijon y Rábano Picante,75,3,7,4
E0IrSDRD4YonXUVdr04x,Salsa de Tomate y Pimiento Rojo Asado,75,3,1,7
H5oOPXivzRpIsIwENRAq,Barcos de Calabacín Rellenos de Bruschetta,75,9,3,4
IOYERpFtFnqtnOr8K4KI,Ensalada de Tomate y Durazno,75,10,1,3
KgTSlssTWt6J7slqJNGd,"Huevo al Horno con Espinaca, Tomate y Queso Feta",75,1,7,4
LwBHACWyfbAedaYlUhYr,Panna Cotta de Calabaza Baja en Grasas,75,14,4,0
OzegsPgrJuINbYmQbZfk,Verduras de Invierno Asadas,75,14,2,2
PzxlXkTsBOfZlBOpllF0,Calabacín con Maíz y Pimientos,75,11,2,3
VHsheEWoz8uwPrjdeC06,Coles de Bruselas Asadas con Miel y Mostaza,75,10,3,3
hiLjsh0OTTsnFUTVEOXJ,Alitas BBQ Sin Hueso,75,8,8,1
o8njo0zleB4CT6prjRyj,Espinacas y Kale Salteados con Ajo,75,7,4,4
qfgWHAdCjGm8qPYo1UOj,Manzana con Canela y Jengibre en Palito,75,13,1,3
7gRdvrPWzKv4lJyXafBN,Huevo Duro,78,0,6,5
15QDl46vAyACcrZtgmsM,Brócoli al Horno Crujiente,80,6,2,4
ABjawqh9EP902TPRbj8s,Alitas de Coliflor BBQ con Miel en Freidora de Aire,80,16,4,1
H2hYzUgq1fZbPabmg98U,Lasaña de Calabacín sin Fideos,80,5,6,4
I8N089FYJqEal2KY3JJv,Ensalada de Coles Sureña Dulce,80,10,1,4
Jajh0xY09ljTHwo3lfOx,Mezcla de Pimientos,80,7,1,6
MhhCvoZxRWgi2PlGV202,Helado de Banana y Chocolate,80,18,2,0
NX26yen4d2D4Fef2uvaX,Coliflor Entera Asada con Vinagreta de Limón,80,4,2,7
PRhljk2z87zfleEnVTjP,Bocaditos de Salmón Ahumado y Pepino,80,3,5,5
QQgHl7YQ8DQHHxKFgwgR,Sopa de Melón con Jengibre,80,20,2,0
QR51PNPIng1syiahwcPO,Coles de Bruselas Festivas con Arándanos,80,10,2,4
RiNSIdNOnLPAek29Q0bP,Curry de Espinaca y Batata (Saag Aloo),80,12,2,3
WtHSK5m8D8JsbnahyH9b,Ensalada de Cangrejo de Verano,80,3,11,2
YMc8tM4glHIcQvww2UAM,Coles de Bruselas con Naranjas,80,8,3,4
bbbEla9fFOGuUpk1vDyn,Bocaditos de Mantequilla de Cacahuate y Chocolate sin Hornear,80,9,2,3
cAFEXUotFcjJDw0IO9MN,Coliflor Asada,80,7,3,5
cE5m3gYUmJf244YaX069,Helado de Fresa y Banana,80,19,1,0
ip6rHirRxLejyDkqRWDh,Ensalada de Invierno con Cítricos,80,10,2,4
jD0j1wFKPBAE9e4G5ulM,Espinacas Baby Salteadas con Grosellas y Piñones,80,7,3,3
ljPaUJ1jb8toDZu7RYKX,Brochetas de Frutas y Queso,80,12,5,2
mM9giDAajWzNRF9uha6x,Rollitos de Primavera de Verduras con Salsa de Cacahuate,80,9,3,4
pn0nDiJDnawMfCpRruEJ,Coles de Bruselas Asadas con Maple y Tomillo,80,11,3,4
sjpW5RGOH6OsWqPY2fNS,Dip de Queso Rápido y Fácil,80,3,4,5
vK0UewHnz6nNAZNZ0yvU,Tots de Coliflor con Queso,80,9,6,3
w0kzHLx899XqG2k4cSkL,Ensalada de Coles de Bruselas,80,7,3,5
yXwPnKjfWEkYL8gJealT,Ensalada de Naranja Roja (Insalata D’ Arrance Sangouse),80,11,1,5
AwcJjMXgW28oN4zWNHKg,"Gazpacho 2,2,2 Bueno",85,19,4,0
Zc1eJEmZgXShpHpYonTS,Ensalada de Brócoli Sureña,85,11,3,4
bYzDQeqyULsyCSLql9HS,Ensalada Vietnamita de Repollo y Cerdo,85,4,12,2
f62EQZcxJ9kZ6KOW8dD8,Sopa de Batata y Jengibre,85,19,2,0
gmHMAwtXkl0AZd91MIiC,Rollitos de Verano de Verduras Frescas,85,13,5,2
kXPK5My35GpJt2lVtEuq,Pudín de Calabaza y Vainilla,85,9,3,4
0v2MNBW0Nm7p3WTBBfnV,Tazas de Dip de Verduras,90,10,5,4
0yUuBJcQ6eRdiUoY4jHo,Tazones Just Peachy,90,13,7,2
8e1tQaw4lwih3BNa55nJ,Camarones con Chile y Lima en Salsa de Poblano,90,2,12,3
9T9YPtxdK9nPbiLfNdI8,Lentejas Marroquíes con Tomates Guisados,90,16,6,0
AMfu7dEKp2gFffKp0hoZ,Berenjena con Ajo y Jengibre,90,6,2,7
Aj8HpwP4zCYQSnXt8DZS,Champiñones Salteados con Tomillo,90,6,3,7
CM8164ZYmtQcDRu22iYv,Verduras de Otoño al Horno en Bandeja,90,13,3,4
CmtkjxbRlfleiglRDzsk,Chips de Kale con Cinco Especias Chinas,90,6,3,8
EuLgyszpHuCHt30Kredj,Coliflor Cremosa con Queso,90,12,6,2
FFQlBvT8SROLvcqpI09e,"Ensalada de Espárragos Rallados, Rábano y Parmesano",90,5,3,8
HKNGxXTYtcMvipx6dNhb,RECETA EXTRA: Tazas de Frutas al Limón,90,15,1,2
LTFOqJSO4Y4SkZYY6w03,Quesadillas de Piña y Chile,90,9,7,5
QbVt0kGYzSFZRuAE65Vu,Brochetas de Tofu a la Parrilla,90,3,7,6
Qj09UKEWAT4eXsfnIv48,"Ensalada de Espinaca, Aguacate y Frutas del Bosque de Verano",90,9,2,6
QqIdymZAfU8y8eI55w9n,Sopa de Verduras de Raíz Asadas,90,18,2,2
RPS03xnlB8uUbW1MRtnU,Bok Choy al Ajo Fácil,90,9,4,5
VemLJfO7uuTp1pN1PDEX,Manzanas con Canela Salteadas,90,18,0,2
dcSCLKyJpQST0R6XpWkY,Manzanas de Canela Veganas,90,20,0,2
fmZECPKFRlbDyqS8y4vV,Barras de Yogur con Arándanos y Limón,90,10,4,4
i2BN5iZ62Kmo6mZ5ukQA,Judías Verdes del Medio Oriente Fáciles,90,11,3,5
j2f2MFQesbP1kZRI7gIx,Frutas del Bosque y Crema,90,19,2,1
jSUyQw23rQjAMl1eO7oY,Tartitas Mini de Pera y Queso de Cabra,90,11,3,4
kCogBNhfhrttefzpPm6V,Pilaf de Arroz Salvaje y Cereza,90,15,3,2
lgLCLhF1YvzGsOF7iPSC,Ensalada de Brócoli Rápida,90,10,4,4
mBXP38WxdQy2ZOuFmp3M,Huevos Endiablados con Hummus,90,10,7,2
nKrGcVFzIldQ2j67dRLe,Almejas a la Parrilla con Ajo (Mantequilla) y Lima,90,3,7,6
nU6TlizS5EFtjGtgkFmU,Duraznos a la Parrilla con Compota de Arándanos Frescos,90,19,1,1
nu7lXSP31OEqjZCTsfUu,Ensalada de Tomates Herencia de Temporada,90,10,2,5
qrlT4FaTK13AeLqpqMhU,"Patatas, Zanahorias y Chirivías Asadas",90,16,1,3
r4td3JiFy7Q6ha0HHHU1,Coles de Bruselas Ralladas al Estilo Hawaiano,90,14,3,3
yWzf9l0cotY1PRjVXqRx,Bistecs de Repollo Asados,90,9,2,5
BXxP3d10t1hSiDcfGwGH,Ensalada de Pasta con Verduras a la Parrilla,95,16,4,2
CKwIK2KcZIhPNcnwnbvT,Potage de Verduras de Invierno con Pasta,95,16,4,2
CW7kgdTPI0IZYQfYpKDR,Ensalada Estilo César con Crutones Rústicos,95,12,4,3
E8OzB8UYP4r4m8klPirl,Tabbouleh de Garbanzo,95,12,3,4
JAo8qihmXGY9evKwrJgg,Calabaza Espagueti con Piñones y Salvia,95,9,2,6
OmV3HvC0mXnYEVE6Sg98,Sopa de Cosecha del Jardín,95,13,3,3
S0QXssOswQove1vTcWoq,Gratén de Calabaza,95,14,3,3
lCRPUmlwnYYeS9ZQ7dTw,Gazpacho de Verduras Poderosas,95,12,5,3
wEfmSWD9pvkc3ZkWf9sn,Calabaza Espagueti con Salsa Marinara Ligera,95,12,2,5
ycrrlUlQYgCoKat0RnEM,Coles de Bruselas Guisadas con Pancetta,95,6,4,6
A1OL1wCSGl3rtSXqDz7k,Papas Fritas de Calabacín,97,15,5,3
12thgTyUWtsghfOneczJ,Frittata de Espárragos,100,4,12,4
2ZhKbpO5Ilg2xAynA6v6,Pizza de Rúcula y Prosciutto con Masa de Calabacín,100,6,7,6
3ldZ51mfnsxBm9DkupVy,Mini Pasteles de Cangrejo al Horno,100,14,8,1
7GY7wPcWjx9lIucKUcck,Enfriadores de Melón,100,24,2,0
7o6RalNTDUinI0p7NcUS,Batido de Aguacate Marroquí,100,11,1,6
9s0xkK6vszEiL17Yod1Y,Manzanas Rellenas de Canela al Horno,100,15,1,5
DSpLVmrDKhq3GkxTDoP5,Batido de Frutas y Almendra,100,15,5,2
E8HSKyH78C3g9pnAmFop,Pizza de Champiñones y Rúcula,100,14,6,4
IEAcqWK7Cp7hKjuirUD9,Puré de Patatas y Coliflor a Medio Cocer Fácil,100,14,2,4
IN260gL5LlS0yyg8F2M1,Puré de Patatas Rojas,100,19,3,1
ImYq6WoGN9coDdxnKkEk,"Coliflor, Cebollas y Batatas Asadas",100,15,3,3
MRmhlAEvQbfOscp7wcns,Pimientos Asados Simples,100,10,2,7
NoLLyzsAmN7u9wFwLmMn,Empanadas de Phyllo de Maíz y Queso,100,14,4,4
S3UuYQadYcuZF4zg6eAT,Sándwich Abierto de Batata,100,14,6,2
SDDX3wjEhHED6KReSjze,Brochetas de Res con Lemongrass al Estilo Tailandés,100,1,14,4
SI0f7YYxh9cePEHX46iT,Nachos de Batata en Freidora de Aire,100,17,4,2
TeMeIGvxdjnf95K48svG,Pizza de Verduras Asadas sobre Corteza de Phyllo,100,15,6,2
Y9VH5rSusBWWGnVM8wTl,Cazuela de Batata con Especias,100,10,1,7
fb5cRWT7WXSt4m75978i,Ensalada de Guisantes Dulces y Soba,100,15,3,3
ivyODIYuU4VqJnvgz80y,Ensalada de Frutas con Yogur de Miel,100,20,5,0
kKfWPXQ4SfQEQiZ62hPy,Ensalada de Brócoli y Espinacas con Arándanos y Aderezo de Suero de Leche,100,8,6,6
l3qUZWNz6nTO6mHJr74Z,Verduras Collard con Calabaza Amarilla,100,5,3,8
nobMT1so2GhVWlmdP7Bf,Cupcakes de Lasaña,100,14,7,3
oXgp4xTo6ZB0Kg3AYer8,Bocaditos de Brócoli y Queso,100,13,7,3
p7NuLHRhjrGLuQGT1TE8,Peras Asadas con Canela,100,19,1,3
so1aWBr1mIJjw4mGU5c2,Calabazas de Verano Rellenas Estilo Campestre,100,16,3,3
ucTgFiV6o9OYwANIoiJq,Ensalada de Huevo sin Mayonesa,100,3,13,2
wTLcHCFbC0VcVYf5Nhxz,Ensalada de Pimiento Asado,100,12,2,6
xvShFOpwr2YSSQtlP8sI,Ensalada de Kale y Manzana,100,13,5,4
ydzXdYyzRBv0CcBUkZE8,Bombas de Panqueque Rellenas de Frutas,100,10,5,5
8DQbwVK2020mz3jCyfxI,Fu Yung de Huevo y Verduras,105,12,8,2
ACK1YPG82E0ujOP4vtSw,"Ensalada de Rúcula, Pera, Nuez y Pecorino",105,7,2,8
BBW8FxOdpVjwEoJOceqd,Ensalada de Verduras Mixtas y Arándanos,105,11,1,7
BL2A09m7yarIH8fmwKLj,Quiche de Calabaza con Corteza de Quinoa,105,14,6,3
BunZNb0FwhOJLB7U414L,"Strata de Fresas, Chocolate y Vainilla con Soja",105,21,4,1
CEoiBtWsziQFF2Tc5zN3,Chocolate Caliente Almond Joy,105,11,3,7
NmIJHY8req7ZK9aUKn2g,Ensalada de Espinaca y Naranja,105,13,4,5
U34w74aTgQOAVD66nSrh,Plato de Verduras Festivo con Hummus – Receta Rápida,105,11,4,5
WKVOhkahKIJL0aA6z5DI,Ensalada de Remolacha y Rúcula con Feta,105,8,4,7
WrUs1yc733l0b9xaYT7K,Calabaza de Invierno con Cobertura de Avena y Nuez,105,18,2,3
X8G0cWm2nsxLCPtZX526,"Ensalada de Maíz, Tomate, Guisantes y Eneldo",105,10,2,7
aekSAKLpBNkciHKKAtlH,Ensalada Turca de Zanahoria,105,15,2,5
cDhUVmWCd04UZTSujVM4,Portabellas a la Parrilla con Tomate y Hierbas Toscana,105,5,2,9
qw4fMmS9PRZ29O4640XI,Wraps de Lechuga con Camarones,105,7,11,4
ra7kdpMnBVD8sxNtaPH7,Wrap de Ensalada de Atún Mediterránea Crujiente,105,5,14,3
05sFoFRRrgAL6m9QxM2l,Poblanos Rellenos de Verduras de Ingrid Hoffmann,110,13,5,6
8YogVTh9SRdY26R0rdBp,Zanahorias Arcoíris Asadas,110,13,1,7
ABVP8ZkAl2tzhI3XbdvH,Ensalada de Frijoles Negros,110,10,3,7
Ch6AuLdetfcBXF58KJPE,Hummus de Calabaza,110,13,4,5
CtSR1OXFo1VykgBNyycn,Pastel Angel Food a la Parrilla con Frutas del Bosque Derretidas,110,26,2,0
DpgqKeJJsTrxSq27GOIz,Barfi de Higos y Dátiles (Anjeer Khajoor Barfi),110,19,2,4
KrftDXZ4Sr9gqduH6UaM,"Ensalada de Naranja, Espárragos y Aguacate",110,9,2,8
O3R1UyQtXVdOZs9U0Ypw,Cuadrados de Snack de Pan de Calabacín con Chocolate Negro,110,16,3,5
OKlR6uVUTCw6mtxyIBA4,Champiñones Ahumados,110,4,4,10
Oliul6xh7ZDjBAs0Kmyc,Granola Casera Endulzada con Frutas,110,14,4,5
R2ttX8sqkKIxRzXTKrvJ,Mix de Camino con Curry de Coco,110,5,4,9
RqD3g5armOUA5ye7dQ1E,"Ensalada de Hinojo, Rábano y Naranja",110,16,2,5
SVDbPnspFFQC9NGJhVhY,Patatas Rojas y Judías Verdes Rústicas,110,16,3,5
WaS1GIwV2DRb7zKbdrTF,Sopa de Brócoli y Queso,110,16,8,2
WjClY1UwblLHAUPLkGvW,Sopa Cremosa de Brócoli,110,11,4,6
XvGlKnjg9CJLBj5MrZiZ,Cazuela de Salchicha de Pavo y Huevo,110,8,13,2
aR0HZHvp7XWN2exaOSXT,Ensalada de Atún con Garbanzos,110,8,12,3
bZIgWJGzyE3mcqPeAZHX,Alcachofas Baby con Aderezo de Hierbas,110,12,3,7
cGZUPm21rb6kSF4HYDLX,Sopa de Pollo y Verduras,110,3,16,3
e9732lMpzNg4Pb7rITRD,Frittata de Cebolla Dulce con Jamón,110,6,17,2
f4nWtPPbCiHB8x0VRQgX,Sopa de Tomate y Albahaca Italiana,110,22,4,2
iV9aW8Ld9xpzgkRq51kZ,Ensalada de Frijoles Negros y Maíz,110,16,4,4
j7TMTmRGDTKQ0knj49NR,Rollitos de Primavera Thai en Freidora de Aire con Salsa de Chile Dulce,110,23,4,0
m4baSMl6OJy1Aa7socui,Mix de Snack con Clúster de Semillas de Calabaza,110,19,3,4
mBCqabYxtkvMHZvo4kMS,Albóndigas para Niños,110,8,10,4
s2mWW1RVnsl0nAdPyq7O,Pizzas de Muffin Inglés con Espinaca y Jamón,110,17,9,3
swpfgnYPhVLgOOA7Fjrt,"Ensalada de Remolacha Asada, Manzana y Queso Fresco",110,18,3,1
u3LtolYwu2x1UNQSl2i9,Cazuela Saludable de Judías Verdes Casera,110,11,4,6
vfLbnE56eXN3HYsfbxja,Berenjena Griega Asada con Feta,110,14,3,5
yg8aOepGnYge16swzQ0p,Ensalada Asiática Crujiente,110,10,4,7
8iXKoUOkCHkMFCukf3Vg,Ensalada Griega de Quinoa,115,14,5,5
BvqisoYurNtQDVj0YfWc,Masa para Pizza,115,21,4,1
LLOm8j1KDx0WAtmc2FnL,Sopa de Verduras Favorita,115,20,7,1
QmiFBRAB5ZWKoIetae0q,Cous Cous de Albaricoque y Piñones,115,22,4,2
SJJRT3Hof8YQv88WpphV,Buñuelos de Frijol Cowboy,115,20,6,1
TRMfgUdhvvxmN980EeBp,Judías Verdes con Cebolla Roja,115,11,3,8
